iri	ontology	label	VeryPositive	Positive	Neutral	Negative	VeryNegative	count
http://purl.bioontology.org/ontology/MESH/D042421	MESH	Histone Code	1.0	2.5	13.5	65.0	18.5	1
http://purl.bioontology.org/ontology/MESH/D002083	MESH	Butylated Hydroxyanisole	1.0	5.0	21.0	62.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D004546	MESH	Elapid Venoms	1.6833333333333336	5.583333333333333	16.85	43.61666666666666	32.11666666666667	5
http://purl.bioontology.org/ontology/MESH/D014801	MESH	Vitamin A	4.633333333333333	14.7	17.96666666666667	46.0	16.533333333333335	2
http://purl.bioontology.org/ontology/MESH/D054158	MESH	Orthokeratologic Procedures	2.0	11.75	44.75	36.0	5.5	1
http://purl.bioontology.org/ontology/MESH/D014271	MESH	Trifluridine	6.0	24.0	26.5	33.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D054541	MESH	Family Conflict	2.0	27.0	58.0	12.0	2.0	1
http://purl.bioontology.org/ontology/MESH/D002478	MESH	Cells, Cultured	4.866666666666666	18.27361111111111	25.19236111111111	42.05277777777778	9.602777777777778	24
http://purl.bioontology.org/ontology/MESH/D013492	MESH	Suppuration	3.4916666666666667	13.07685185185185	26.389814814814816	45.25	11.772222222222222	18
http://purl.bioontology.org/ontology/MESH/D013697	MESH	Thermosensing	4.0	9.0	24.0	51.0	13.0	1
http://purl.bioontology.org/ontology/MESH/D012732	MESH	Sex Determination Analysis	4.5	21.25	27.5	38.25	9.0	2
http://purl.bioontology.org/ontology/MESH/D002404	MESH	Catheterization	2.9166666666666665	8.76923076923077	20.897435897435894	53.160256410256416	14.314102564102566	13
http://purl.bioontology.org/ontology/MESH/D014564	MESH	Urogenital Abnormalities	4.673333333333333	13.107222222222221	21.208888888888893	47.25222222222222	13.790555555555557	15
http://purl.bioontology.org/ontology/MESH/D000235	MESH	Adenolymphoma	2.5	11.5	30.0	46.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D002974	MESH	Clemastine	2.0	10.5	24.5	42.5	19.5	1
http://purl.bioontology.org/ontology/MESH/D056908	MESH	Foraminifera	5.0	27.0	43.5	20.5	4.0	1
http://purl.bioontology.org/ontology/MESH/D018954	MESH	Drugs, Essential	3.0	13.0	55.0	26.0	5.0	1
http://purl.bioontology.org/ontology/MESH/D053798	MESH	Magnetocardiography	8.0	33.0	24.0	29.0	6.0	1
http://purl.bioontology.org/ontology/MESH/D012062	MESH	Relative Biological Effectiveness	2.0	6.0	21.0	60.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D029864	MESH	Crotalaria	9.0	47.0	27.0	13.0	3.0	1
http://purl.bioontology.org/ontology/MESH/D004569	MESH	Electroencephalography	5.3	21.7	25.7	38.6	9.2	5
http://purl.bioontology.org/ontology/MESH/D000982	MESH	Antipruritics	1.0	3.0	19.0	64.0	13.0	1
http://purl.bioontology.org/ontology/MESH/D055812	MESH	Community-Based Participatory Research	5.0	23.5	31.5	33.5	6.5	1
http://purl.bioontology.org/ontology/MESH/D000357	MESH	African Swine Fever	1.0	1.5	12.5	57.0	28.0	1
http://purl.bioontology.org/ontology/MESH/D004217	MESH	Distemper Virus, Canine	2.0	8.0	36.0	46.5	8.0	1
http://purl.bioontology.org/ontology/MESH/D055620	MESH	Optical Phenomena	4.871428571428572	23.82857142857143	30.37142857142857	30.2	10.357142857142858	7
http://purl.bioontology.org/ontology/MESH/D004067	MESH	Digestive System Neoplasms	1.8507936507936509	8.376984126984127	42.59603174603175	39.483333333333334	7.542063492063493	21
http://purl.bioontology.org/ontology/MESH/D000844	MESH	Ankylosis	4.5	20.0	24.25	41.75	10.25	2
http://purl.bioontology.org/ontology/MESH/D016565	MESH	Cheirogaleidae	1.0	3.0	16.5	53.0	26.5	1
http://purl.bioontology.org/ontology/MESH/D002288	MESH	Adenocarcinoma, Mucinous	2.5	13.5	46.0	33.5	5.0	1
http://purl.bioontology.org/ontology/MESH/D004454	MESH	Echolalia	1.3333333333333333	4.0	24.666666666666668	59.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D053359	MESH	Ectodermal Dysplasia 3, Anhidrotic	2.0	10.0	36.0	45.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D004761	MESH	Enterocolitis, Pseudomembranous	3.0	9.0	29.0	48.0	10.5	1
http://purl.bioontology.org/ontology/MESH/D055547	MESH	epsilon-Globins	1.3333333333333333	14.333333333333334	30.333333333333332	44.333333333333336	9.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D004140	MESH	Dinitrophenols	8.0	42.0	28.0	19.0	4.0	1
http://purl.bioontology.org/ontology/MESH/D054834	MESH	Lipocalins	3.1666666666666665	12.944444444444445	27.055555555555557	44.05555555555555	13.111111111111112	3
http://purl.bioontology.org/ontology/MESH/D017092	MESH	Porphyria, Erythropoietic	2.5	2.5	10.5	56.5	28.5	1
http://purl.bioontology.org/ontology/MESH/D052239	MESH	Fanconi Anemia Complementation Group E Protein	3.0	19.5	31.5	37.5	8.5	1
http://purl.bioontology.org/ontology/MESH/D014243	MESH	Trichodermin	1.0	0.0	4.0	31.0	65.0	1
http://purl.bioontology.org/ontology/MESH/D057788	MESH	Staphylococcus hyicus	12.5	47.0	23.5	14.0	3.0	1
http://purl.bioontology.org/ontology/MESH/D001279	MESH	Atracurium	1.5	3.0	19.5	45.0	31.0	1
http://purl.bioontology.org/ontology/MESH/D018495	MESH	Fluid Shifts	4.333333333333333	20.666666666666668	28.666666666666668	36.0	9.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D013611	MESH	Tachycardia, Atrioventricular Nodal Reentry	1.5	4.0	15.5	65.5	14.0	1
http://purl.bioontology.org/ontology/MESH/D015067	MESH	17-Hydroxysteroid Dehydrogenases	3.166666666666667	17.666666666666668	47.33333333333333	25.666666666666664	5.666666666666667	2
http://purl.bioontology.org/ontology/MESH/D016997	MESH	Coxiella burnetii	2.5	10.5	32.0	46.0	8.5	1
http://purl.bioontology.org/ontology/MESH/D017181	MESH	Onchocerca volvulus	2.0	3.5	14.0	56.5	24.0	1
http://purl.bioontology.org/ontology/MESH/D002988	MESH	Cloaca	4.0	12.666666666666666	21.666666666666668	43.0	19.333333333333332	1
http://purl.bioontology.org/ontology/MESH/D002410	MESH	Catholicism	1.0	2.0	16.5	60.0	20.5	1
http://purl.bioontology.org/ontology/MESH/D003918	MESH	Dextrothyroxine	2.0	15.0	45.0	33.0	5.0	1
http://purl.bioontology.org/ontology/MESH/D017001	MESH	Tooth Demineralization	2.5	6.75	20.125	55.125	15.375	4
http://purl.bioontology.org/ontology/MESH/D014653	MESH	Vascular Headaches	2.0	2.0	13.0	51.0	32.0	1
http://purl.bioontology.org/ontology/MESH/D015341	MESH	Nucleic Acid Probes	2.2361111111111116	8.88888888888889	22.111111111111114	52.47916666666668	14.208333333333334	12
http://purl.bioontology.org/ontology/MESH/D016951	MESH	Legionellaceae	1.25	3.75	25.25	58.5	11.25	2
http://purl.bioontology.org/ontology/MESH/D029767	MESH	Cornaceae	6.25	39.0	28.75	22.0	4.25	2
http://purl.bioontology.org/ontology/MESH/D000700	MESH	Analgesics	2.0952380952380953	7.547619047619048	27.666666666666668	49.95238095238095	12.45238095238095	7
http://purl.bioontology.org/ontology/MESH/D018563	MESH	Disease Notification	1.6666666666666667	7.666666666666667	25.333333333333332	47.333333333333336	18.0	1
http://purl.bioontology.org/ontology/MESH/D017404	MESH	In Situ Hybridization, Fluorescence	2.0	10.0	34.0	46.0	7.5	1
http://purl.bioontology.org/ontology/MESH/D017439	MESH	Cicatrix, Hypertrophic	2.0	4.0	20.5	57.0	16.5	1
http://purl.bioontology.org/ontology/MESH/D017579	MESH	Domestic Violence	1.6	5.5	32.4	48.4	11.9	5
http://purl.bioontology.org/ontology/MESH/D013516	MESH	Oral Surgical Procedures, Preprosthetic	2.5606060606060606	7.2272727272727275	19.893939393939394	54.212121212121204	16.075757575757578	11
http://purl.bioontology.org/ontology/MESH/D000652	MESH	Amniotic Band Syndrome	1.0	4.5	54.5	33.5	6.5	1
http://purl.bioontology.org/ontology/MESH/D002221	MESH	Carbamyl Phosphate	3.0	8.5	20.0	54.5	13.5	1
http://purl.bioontology.org/ontology/MESH/D002216	MESH	Captopril	4.0	15.5	23.5	46.5	10.5	1
http://purl.bioontology.org/ontology/MESH/D000750	MESH	Anemia, Myelophthisic	1.0	1.0	17.0	59.0	22.0	1
http://purl.bioontology.org/ontology/MESH/D013457	MESH	Sulfur Compounds	3.6261617900172123	12.825922738573345	27.675884490342316	44.90929432013769	10.931985083189904	249
http://purl.bioontology.org/ontology/MESH/D018284	MESH	Cystadenocarcinoma, Serous	1.8571428571428572	8.285714285714286	37.857142857142854	43.857142857142854	8.0	1
http://purl.bioontology.org/ontology/MESH/D015570	MESH	Josamycin	3.5	13.0	27.0	47.0	9.5	1
http://purl.bioontology.org/ontology/MESH/D000934	MESH	Antifoaming Agents	1.0	4.0	32.0	57.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D015485	MESH	Deltaretrovirus Antigens	4.666666666666667	19.333333333333332	40.0	28.666666666666668	7.333333333333333	3
http://purl.bioontology.org/ontology/MESH/D054426	MESH	Chemokine CXCL2	2.5	10.5	31.5	46.0	9.0	1
http://purl.bioontology.org/ontology/MESH/D057487	MESH	Enzyme Therapy	2.0	10.0	28.0	48.75	12.25	2
http://purl.bioontology.org/ontology/MESH/D004928	MESH	Escin	5.0	7.0	12.0	55.0	21.5	1
http://purl.bioontology.org/ontology/MESH/D000341	MESH	Affective Disorders, Psychotic	1.0	1.0	9.0	43.0	45.0	1
http://purl.bioontology.org/ontology/MESH/D026863	MESH	Ixodidae	5.666666666666667	18.166666666666668	21.333333333333332	42.0	12.833333333333334	3
http://purl.bioontology.org/ontology/MESH/D053824	MESH	Protein Tyrosine Phosphatase, Non-Receptor Type 6	2.0	6.5	26.0	56.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D003892	MESH	Deslanoside	3.0	7.0	26.0	53.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D012358	MESH	RNA, Transfer, Met	2.5	12.5	31.5	37.5	16.0	1
http://purl.bioontology.org/ontology/MESH/D014115	MESH	Toxemia	1.0	15.0	60.0	22.0	3.0	1
http://purl.bioontology.org/ontology/MESH/D014831	MESH	Voice	5.833333333333333	26.5	25.333333333333336	35.0	7.666666666666667	2
http://purl.bioontology.org/ontology/MESH/D016334	MESH	Genes, vpr	4.0	13.5	28.5	43.0	10.5	1
http://purl.bioontology.org/ontology/MESH/D004876	MESH	Ergot Alkaloids	3.4722222222222223	11.592592592592592	24.76851851851852	48.69444444444444	11.287037037037038	9
http://purl.bioontology.org/ontology/MESH/D000662	MESH	Amphetamines	2.827083333333333	14.591666666666667	32.2	41.725	8.53125	8
http://purl.bioontology.org/ontology/MESH/D003696	MESH	Delivery Rooms	2.0	11.0	49.0	33.0	5.0	1
http://purl.bioontology.org/ontology/MESH/D017512	MESH	Lichenoid Eruptions	2.16	6.616666666666667	25.41	50.88666666666667	15.01666666666667	5
http://purl.bioontology.org/ontology/MESH/D013096	MESH	Spermine	12.25	35.25	22.25	23.0	7.25	1
http://purl.bioontology.org/ontology/MESH/D000374	MESH	Aggression	0.5	1.5	44.5	36.5	17.5	2
http://purl.bioontology.org/ontology/MESH/D053545	MESH	Spirulina	6.0	19.0	24.0	41.333333333333336	9.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D014454	MESH	Uganda	3.0	13.0	26.0	47.0	10.5	1
http://purl.bioontology.org/ontology/MESH/D016850	MESH	Limbus Corneae	7.0	16.5	20.5	43.75	12.5	1
http://purl.bioontology.org/ontology/MESH/D054641	MESH	Dual Specificity Phosphatase 2	2.0	7.0	23.0	56.5	11.5	1
http://purl.bioontology.org/ontology/MESH/D015331	MESH	Cohort Studies	1.0833333333333333	4.333333333333333	27.083333333333336	57.33333333333333	10.0	2
http://purl.bioontology.org/ontology/MESH/D002987	MESH	Clitoris	2.0	2.0	7.0	65.0	25.0	1
http://purl.bioontology.org/ontology/MESH/D003704	MESH	Dementia	2.8433333333333333	7.056666666666667	18.538333333333334	54.08833333333333	17.133333333333333	10
http://purl.bioontology.org/ontology/MESH/D014143	MESH	Traction	2.5	11.0	34.0	39.0	13.5	1
http://purl.bioontology.org/ontology/MESH/D026683	MESH	Advisory Committees	2.0	5.0	31.5	52.5	9.5	1
http://purl.bioontology.org/ontology/MESH/D014009	MESH	Onychomycosis	2.0	4.0	14.0	64.0	15.0	1
http://purl.bioontology.org/ontology/MESH/D013494	MESH	Supranuclear Palsy, Progressive	1.25	2.5	19.75	55.5	20.5	1
http://purl.bioontology.org/ontology/MESH/D015034	MESH	Zinc Oxide	2.0	4.0	15.5	57.0	21.5	1
http://purl.bioontology.org/ontology/MESH/D015798	MESH	HLA-DR1 Antigen	2.0	5.0	29.0	54.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D004417	MESH	Dyspnea	1.625	7.75	30.0	48.75	11.75	2
http://purl.bioontology.org/ontology/MESH/D003879	MESH	Dermatologic Agents	1.0833333333333333	3.3333333333333335	32.416666666666664	53.083333333333336	9.833333333333334	6
http://purl.bioontology.org/ontology/MESH/D018467	MESH	Positive-Pressure Respiration, Intrinsic	4.8	20.0	24.2	38.4	12.8	1
http://purl.bioontology.org/ontology/MESH/D004998	MESH	Ethiodized Oil	1.6666666666666667	4.666666666666667	20.0	55.666666666666664	17.666666666666668	1
http://purl.bioontology.org/ontology/MESH/D017261	MESH	Glycosylphosphatidylinositols	2.0	5.0	17.0	62.0	13.5	1
http://purl.bioontology.org/ontology/MESH/D012513	MESH	Sarcoma, Experimental	3.8	13.8	30.2	43.6	9.0	5
http://purl.bioontology.org/ontology/MESH/D054389	MESH	Receptors, CCR1	4.0	11.0	21.5	51.5	12.0	1
http://purl.bioontology.org/ontology/MESH/D000709	MESH	Anaplasma	2.2333333333333334	8.766666666666666	22.1	53.53333333333334	12.933333333333334	5
http://purl.bioontology.org/ontology/MESH/D002046	MESH	Bupranolol	2.0	2.0	17.0	49.0	30.0	1
http://purl.bioontology.org/ontology/MESH/D013827	MESH	Thiabendazole	3.5	18.0	30.25	40.0	8.5	1
http://purl.bioontology.org/ontology/MESH/D014715	MESH	Vertebrobasilar Insufficiency	9.416666666666668	17.875	15.958333333333332	41.41666666666667	15.166666666666668	2
http://purl.bioontology.org/ontology/MESH/D057928	MESH	Intermittent Urethral Catheterization	1.5	3.5	24.0	59.0	12.5	1
http://purl.bioontology.org/ontology/MESH/D001826	MESH	Body Fluids	3.3713646532438477	14.938255033557045	28.151454138702466	42.91364653243847	10.62158836689038	149
http://purl.bioontology.org/ontology/MESH/D016532	MESH	Mucopolysaccharidosis II	5.25	19.5	19.5	41.75	13.25	1
http://purl.bioontology.org/ontology/MESH/D054366	MESH	Agouti Signaling Protein	9.0	12.333333333333334	11.333333333333334	47.333333333333336	20.333333333333332	1
http://purl.bioontology.org/ontology/MESH/D015431	MESH	Weight Loss	2.3333333333333335	9.666666666666666	25.666666666666668	48.333333333333336	14.0	3
http://purl.bioontology.org/ontology/MESH/D018993	MESH	Myelin P0 Protein	2.75	6.25	23.75	51.75	15.5	1
http://purl.bioontology.org/ontology/MESH/D056827	MESH	Endosomal Sorting Complexes Required for Transport	1.5	4.5	18.5	60.5	15.0	1
http://purl.bioontology.org/ontology/MESH/D013335	MESH	Students, Dental	1.0	4.0	45.0	45.0	6.0	1
http://purl.bioontology.org/ontology/MESH/D000064	MESH	Acclimatization	5.5	39.0	45.0	8.5	2.0	2
http://purl.bioontology.org/ontology/MESH/D001840	MESH	Dental Bonding	1.875	9.625	28.833333333333332	50.041666666666664	9.708333333333334	4
http://purl.bioontology.org/ontology/MESH/D015174	MESH	Epidural Neoplasms	2.5	7.0	24.5	51.5	14.5	1
http://purl.bioontology.org/ontology/MESH/D017542	MESH	Aneurysm, Ruptured	1.0	3.0	26.25	58.75	11.25	2
http://purl.bioontology.org/ontology/MESH/D016748	MESH	Venous Cutdown	1.5	6.0	35.0	47.0	10.5	1
http://purl.bioontology.org/ontology/MESH/D051904	MESH	Smad8 Protein	1.0	1.0	12.0	65.0	21.0	1
http://purl.bioontology.org/ontology/MESH/D055820	MESH	New Orleans	2.0	10.5	26.5	50.5	9.5	1
http://purl.bioontology.org/ontology/MESH/D016644	MESH	Canthaxanthin	3.0	13.333333333333334	25.666666666666668	48.333333333333336	10.0	1
http://purl.bioontology.org/ontology/MESH/D041903	MESH	Rhodovulum	1.0	2.0	20.0	64.0	13.0	1
http://purl.bioontology.org/ontology/MESH/D001321	MESH	Autistic Disorder	5.0	22.25	32.5	31.75	8.0	1
http://purl.bioontology.org/ontology/MESH/D051743	MESH	CCAAT-Enhancer-Binding Protein-delta	2.0	14.0	31.0	29.0	24.5	1
http://purl.bioontology.org/ontology/MESH/D013072	MESH	Speech, Esophageal	3.0	10.0	29.5	48.5	9.0	1
http://purl.bioontology.org/ontology/MESH/D013369	MESH	Subphrenic Abscess	3.0	15.0	40.5	34.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D016192	MESH	Resting Phase, Cell Cycle	2.0	6.0	32.0	53.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D000567	MESH	Amelogenesis Imperfecta	1.0	1.0	8.0	56.0	34.0	1
http://purl.bioontology.org/ontology/MESH/D040582	MESH	Inheritance Patterns	2.9071428571428575	7.923809523809524	25.597619047619048	52.78809523809523	10.702380952380953	10
http://purl.bioontology.org/ontology/MESH/D043303	MESH	Aryldialkylphosphatase	2.0	5.25	19.0	59.25	14.75	1
http://purl.bioontology.org/ontology/MESH/D000167	MESH	Acriflavine	3.0	14.25	32.75	40.75	9.5	1
http://purl.bioontology.org/ontology/MESH/D014530	MESH	Uridine Diphosphate	2.3125	10.0625	23.645833333333332	49.708333333333336	14.5625	8
http://purl.bioontology.org/ontology/MESH/D057179	MESH	Advanced Practice Nursing	5.0	5.5	16.5	54.5	18.5	1
http://purl.bioontology.org/ontology/MESH/D012072	MESH	Religious Philosophies	8.777777777777779	29.666666666666668	26.0	29.0	6.222222222222221	3
http://purl.bioontology.org/ontology/MESH/D043364	MESH	Endo-1,4-beta Xylanases	2.0	8.0	33.0	50.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D004801	MESH	Eosine Yellowish-(YS)	2.0	17.5	30.5	36.0	14.0	1
http://purl.bioontology.org/ontology/MESH/D000884	MESH	Anthropology, Cultural	4.982692307692307	20.246794871794876	31.199358974358976	35.13205128205128	8.564102564102566	26
http://purl.bioontology.org/ontology/MESH/D012660	MESH	Semantics	1.0	27.0	70.0	2.0	0.0	1
http://purl.bioontology.org/ontology/MESH/D001685	MESH	Biological Factors	3.73785462244178	11.902702893436842	23.729503646200907	47.35287461773701	13.283349800047048	545
http://purl.bioontology.org/ontology/MESH/D055958	MESH	Piriformis Muscle Syndrome	1.0	1.0	16.0	62.0	19.0	1
http://purl.bioontology.org/ontology/MESH/D057765	MESH	Eosinophilic Esophagitis	2.0	8.75	32.0	48.5	8.5	1
http://purl.bioontology.org/ontology/MESH/D055988	MESH	Uterine Artery	2.0	6.0	35.0	49.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D017584	MESH	Reproductive History	14.5	26.5	11.5	36.5	10.0	1
http://purl.bioontology.org/ontology/MESH/D004786	MESH	Toxic Actions	3.3507936507936513	12.157539682539682	29.02420634920635	43.709920634920636	11.870634920634918	42
http://purl.bioontology.org/ontology/MESH/D041162	MESH	Staphylococcus haemolyticus	6.0	21.0	22.0	41.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D003801	MESH	Dental Veneers	1.0	1.0	8.0	52.0	38.0	1
http://purl.bioontology.org/ontology/MESH/D016528	MESH	Postanesthesia Nursing	0.0	1.0	10.0	73.0	16.0	1
http://purl.bioontology.org/ontology/MESH/D053149	MESH	Plant Gums	3.8333333333333335	18.833333333333332	31.833333333333332	36.333333333333336	8.833333333333334	3
http://purl.bioontology.org/ontology/MESH/D004679	MESH	Encephalomyelitis	2.1125000000000003	8.1	20.4625	55.225	14.1375	4
http://purl.bioontology.org/ontology/MESH/D013960	MESH	Thyroid Function Tests	1.5	8.5	36.5	46.75	6.75	2
http://purl.bioontology.org/ontology/MESH/D014780	MESH	Viruses	4.368650793650794	13.6859977324263	23.005017006802717	46.36128117913831	12.600425170068029	294
http://purl.bioontology.org/ontology/MESH/D054633	MESH	Receptor-Like Protein Tyrosine Phosphatases, Class 5	1.0	2.0	14.0	63.0	20.0	1
http://purl.bioontology.org/ontology/MESH/D012490	MESH	Salsoline Alkaloids	3.0	9.0	14.0	61.0	13.0	1
http://purl.bioontology.org/ontology/MESH/D001561	MESH	Benzilates	2.5	6.5	22.75	53.25	15.5	2
http://purl.bioontology.org/ontology/MESH/D015827	MESH	Onchocerciasis, Ocular	3.6	14.6	23.8	49.0	9.4	1
http://purl.bioontology.org/ontology/MESH/D004056	MESH	Differential Threshold	1.0	5.0	42.0	47.0	5.0	1
http://purl.bioontology.org/ontology/MESH/D012796	MESH	Sialography	1.0	4.0	30.0	56.0	9.0	1
http://purl.bioontology.org/ontology/MESH/D017568	MESH	Rectus Abdominis	2.6	8.4	30.4	45.6	13.0	1
http://purl.bioontology.org/ontology/MESH/D000412	MESH	Alanine-tRNA Ligase	5.5	25.5	36.0	27.0	5.5	1
http://purl.bioontology.org/ontology/MESH/D041604	MESH	Pinus ponderosa	7.0	21.0	20.0	41.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D014003	MESH	Tin Polyphosphates	1.0	5.0	32.5	51.5	10.0	1
http://purl.bioontology.org/ontology/MESH/D018031	MESH	Connexin 43	3.3333333333333335	11.666666666666666	28.0	47.666666666666664	9.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D013342	MESH	Stuttering	1.8	5.2	23.8	51.0	18.2	1
http://purl.bioontology.org/ontology/MESH/D055413	MESH	Growth Differentiation Factor 10	10.0	30.5	20.0	32.5	6.5	1
http://purl.bioontology.org/ontology/MESH/D003940	MESH	Diagnostic Techniques, Endocrine	2.7333333333333334	9.466666666666667	31.26666666666667	48.1	8.3	5
http://purl.bioontology.org/ontology/MESH/D013899	MESH	Thoracic Neoplasms	3.2285714285714286	15.439285714285715	32.35952380952381	39.04761904761905	9.847619047619048	14
http://purl.bioontology.org/ontology/MESH/D003614	MESH	Dance Therapy	2.0	46.0	50.0	2.0	0.0	1
http://purl.bioontology.org/ontology/MESH/D013970	MESH	Thyronines	1.5	5.916666666666666	21.083333333333332	58.25	12.916666666666666	4
http://purl.bioontology.org/ontology/MESH/D018199	MESH	Mixed Tumor, Mesodermal	3.0	8.0	30.666666666666668	46.666666666666664	11.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D003052	MESH	Cochlear Aqueduct	4.5	19.0	31.5	38.5	6.5	1
http://purl.bioontology.org/ontology/MESH/D029882	MESH	Glycyrrhiza uralensis	14.0	69.0	12.0	4.0	1.0	1
http://purl.bioontology.org/ontology/MESH/D004243	MESH	Divorce	1.0	1.0	13.0	65.0	21.0	1
http://purl.bioontology.org/ontology/MESH/D013965	MESH	Thyroidectomy	3.5	14.0	37.5	38.5	7.0	1
http://purl.bioontology.org/ontology/MESH/D014667	MESH	Vasopressins	2.376984126984127	8.984126984126984	24.61111111111111	52.48412698412698	11.376984126984127	3
http://purl.bioontology.org/ontology/MESH/D012085	MESH	Chymosin	2.6666666666666665	12.0	32.0	43.333333333333336	9.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D001030	MESH	Apamin	2.0	9.0	35.5	45.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D018189	MESH	Immunomagnetic Separation	1.0	2.0	20.0	51.5	25.5	1
http://purl.bioontology.org/ontology/MESH/D001471	MESH	Barrett Esophagus	1.3333333333333333	2.3333333333333335	17.333333333333332	64.0	15.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D013307	MESH	Streptomycin	2.75	12.5	32.0	44.75	7.75	2
http://purl.bioontology.org/ontology/MESH/D052140	MESH	Human papillomavirus 11	8.0	15.0	18.0	43.0	15.0	1
http://purl.bioontology.org/ontology/MESH/D017616	MESH	Magnesium Compounds	5.5	14.166666666666666	23.708333333333332	45.583333333333336	11.125	6
http://purl.bioontology.org/ontology/MESH/D055069	MESH	Terahertz Imaging	2.0	12.0	38.0	41.0	6.0	1
http://purl.bioontology.org/ontology/MESH/D052657	MESH	Nanoviridae	9.75	34.25	22.5	27.0	6.5	2
http://purl.bioontology.org/ontology/MESH/D004828	MESH	Epilepsies, Partial	3.1875	9.316666666666668	23.291666666666668	52.48333333333333	12.008333333333333	4
http://purl.bioontology.org/ontology/MESH/D052216	MESH	Glucagon-Like Peptide 1	1.0	1.6666666666666667	17.333333333333332	62.333333333333336	18.0	1
http://purl.bioontology.org/ontology/MESH/D051860	MESH	Fragile X Mental Retardation Protein	4.0	13.5	15.5	48.0	19.5	1
http://purl.bioontology.org/ontology/MESH/D051927	MESH	Antigens, CD24	2.5	9.0	26.0	51.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D053549	MESH	Pachyonychia Congenita	2.5	7.5	27.5	52.25	10.0	1
http://purl.bioontology.org/ontology/MESH/D013942	MESH	Thymine Nucleotides	3.75	14.75	26.5	44.0	10.75	2
http://purl.bioontology.org/ontology/MESH/D053301	MESH	B-Cell Maturation Antigen	3.6666666666666665	12.666666666666666	23.666666666666668	50.0	10.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D015392	MESH	Chemistry, Inorganic	1.5	3.5	18.5	61.0	16.0	2
http://purl.bioontology.org/ontology/MESH/D052859	MESH	Houttuynia	5.0	30.5	45.0	17.5	2.5	1
http://purl.bioontology.org/ontology/MESH/D004726	MESH	Endosulfan	1.6	3.8	21.2	60.8	12.6	1
http://purl.bioontology.org/ontology/MESH/D057488	MESH	Visual Prosthesis	1.0	1.0	10.0	75.0	13.0	1
http://purl.bioontology.org/ontology/MESH/D004489	MESH	Edema, Cardiac	2.0	5.666666666666667	26.666666666666668	52.666666666666664	13.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D003001	MESH	Cloning, Molecular	1.0	1.0	13.0	56.0	29.0	1
http://purl.bioontology.org/ontology/MESH/D001098	MESH	Spider Bites	17.0	56.0	16.0	8.0	3.0	1
http://purl.bioontology.org/ontology/MESH/D016626	MESH	Shadowing (Histology)	7.666666666666667	24.666666666666668	18.0	39.333333333333336	10.0	1
http://purl.bioontology.org/ontology/MESH/D001388	MESH	Aziridines	2.611111111111111	8.527777777777777	26.944444444444446	50.38888888888889	11.472222222222221	6
http://purl.bioontology.org/ontology/MESH/D015822	MESH	Eye Infections, Parasitic	1.5666666666666669	5.816666666666666	23.03333333333333	57.083333333333336	12.433333333333332	4
http://purl.bioontology.org/ontology/MESH/D029881	MESH	Galega	3.5	16.0	25.0	45.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D054438	MESH	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	1.0	1.0	13.0	58.0	27.0	1
http://purl.bioontology.org/ontology/MESH/D003665	MESH	Decompression Sickness	9.0	15.666666666666666	14.0	48.666666666666664	12.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D001791	MESH	Blood Platelet Disorders	3.077777777777778	9.222222222222223	23.822222222222226	49.550000000000004	14.333333333333334	15
http://purl.bioontology.org/ontology/MESH/D002409	MESH	Cathexis	6.0	8.0	12.0	54.0	20.0	1
http://purl.bioontology.org/ontology/MESH/D012432	MESH	Rwanda	2.3333333333333335	12.0	30.666666666666668	44.0	10.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D013464	MESH	Sulfuric Acids	4.071428571428571	12.307142857142857	21.342857142857145	50.52142857142857	11.771428571428572	10
